Year,Applicants.Name,Activity,Final.Unit.Entitlement
2011,"Dale Calderwood Frost & Elizabeth Kay Frost","Fresh tomatoes",28
2011,"DE Bone & JA Duffy Partnership","Fresh tomatoes",6
2011,"Dong Hyuk Cha & Soo Hwan Cha","Fresh tomatoes",25
2011,"Edward Malcolm Duncan & Desma Claire Duncan","Fresh tomatoes",11
2011,"F and B Abma","Fresh tomatoes",161
2011,"Far Out Tomatoes 2003 Limited","Fresh tomatoes",132
2011,"Faye Elizabeth Ormandy & Graeme Jaxon Ormandy","Fresh tomatoes",87
2011,"Gordon Edward Hackett","Fresh tomatoes",10
2011,"Gourmet Mokai Limited","Fresh tomatoes",1330
2011,"Graeme David Fair & Ann Christine Fair","Fresh tomatoes",7
2011,"Great Lake Tomatoes Limited","Fresh tomatoes",1964
2011,"Han Jeon Kang, Jae Rang Kang","Fresh tomatoes",26
2011,"Hanna Hothouses Limited","Fresh tomatoes",306
2011,"Il Kyu Ahn","Fresh tomatoes",32
2011,"KF & HJ Petrie","Fresh tomatoes",306
2011,"J.S. Ewers Limited","Fresh tomatoes",2287
2011,"Jae Young Hong, Sun Young Park","Fresh tomatoes",73
2011,"Karamea Tomatoes Limited","Fresh tomatoes",397
2011,"Kingbridge Limited","Fresh tomatoes",48
2011,"Kyoung Lae Lee, Hye Young Jung","Fresh tomatoes",77
2011,"Lee Wang Hothouse Limited","Fresh tomatoes",19
2011,"Little Knoll Greenhouses Limited","Fresh tomatoes",260
2011,"MA & AM & EM Sanders Partnership","Fresh tomatoes",276
2011,"Mengye Investments Limited","Fresh tomatoes",34
2011,"New Zealand Fresh Floria Limited","Fresh tomatoes",28
2011,"Nortonta Limited","Fresh tomatoes",451
2011,"P H Kinzett Limited","Fresh tomatoes",688
2011,"P J & M J Fausett Partnership","Fresh tomatoes",73
2011,"Parkgard Growers 2000 Limited","Fresh tomatoes",46
2011,"Pieter and Maria Anna van der Gulik","Fresh tomatoes",9
2011,"Pilcher Farms (Produce) Limited","Fresh tomatoes",18
2011,"Pomoana Gardens Limited","Fresh tomatoes",122
2011,"Rembrandt van Rijen Limited","Fresh tomatoes",1178
2011,"Reupena Kovati & Eseta Kovati","Fresh tomatoes",16
2011,"Status Produce Limited","Fresh tomatoes",6870
2011,"Steven Edward & Judith Kaye McArthur","Fresh tomatoes",2
2011,"TA & DM Turner","Fresh tomatoes",46
2011,"Ting-Yuan Robert Wu","Fresh tomatoes",70
2011,"Tiny Toms Limited","Fresh tomatoes",52
2011,"Under Glass (Bombay) Limited","Fresh tomatoes",1646
2011,"Under Glass (Karaka) Limited","Fresh tomatoes",3095
2011,"Vege Fresh Growers Limited","Fresh tomatoes",132
2011,"Vicki Thresa Gargiulo & Michael Theodore Gargiulo","Fresh tomatoes",278
2011,"Wa Chit Chan & Lai Ying Cuby Ng Partnership","Fresh tomatoes",34
2011,"Won Ha Park and Ji-Im Park","Fresh tomatoes",58
2011,"GELITA NZ Limited",Gelatine,2737
2011,"ACI Operations New Zealand Limited","Glass containers",30682
2011,"Evonik Degussa Peroxide Limited","Hydrogen peroxide",10184
2011,"New Zealand Steel Development Limited","Iron and steel from iron sand",989304
2011,"Fonterra Limited",Lactose,21290
2011,"Carter Holt Harvey Pulp & Paper Limited","Market pulp",138613
2011,"Pan Pac Forest Products Limited","Market pulp",117962
2011,"Winstone Pulp International Limited","Market pulp",83617
2011,"Methanex New Zealand Limited",Methanol,294153
2011,"Norske Skog Tasman Limited",Newsprint,237752
2011,"Carter Holt Harvey Limited","Packaging and industrial paper",21064
2011,"Carter Holt Harvey Pulp & Paper Limited","Packaging and industrial paper",120938
2011,"AFFCO New Zealand Limited","Protein meal",6302
2011,"Alliance Group Limited","Protein meal",6646
2011,"Blue Sky Meats (N.Z.) Limited","Protein meal",410
2011,"CMP Canterbury Limited","Protein meal",3260
2011,"CMP Kokiri Limited","Protein meal",797
2011,"Farm Brands Limited","Protein meal",2754
2011,"Graeme Lowe Protein Limited","Protein meal",8463
2011,"Hawkes Bay Protein Limited","Protein meal",2059
2011,"Kakariki Proteins Limited","Protein meal",393
2011,"Keep It Clean Limited","Protein meal",1231
2011,"Prime Range Meats Limited","Protein meal",468
2011,"PVL Proteins Limited","Protein meal",2213
2011,"Silver Fern Farms Limited","Protein meal",6864
2011,"Taranaki By-Products Limited","Protein meal",8707
2011,"Taylor Preston Limited","Protein meal",1202
2011,"Tegel Foods Limited","Protein meal",808
2011,"Value Proteins Limited","Protein meal",668
2011,"Wallace Corporation Limited","Protein meal",7281
2011,"Carter Holt Harvey Limited","Reconstituted wood panels",1027
2011,"Daiken New Zealand Limited","Reconstituted wood panels",9030
2011,"Dongwha Patinna NZ Limited","Reconstituted wood panels",8340
2011,"Fletcher Building Products Limited","Reconstituted wood panels",1854
2011,"Juken New Zealand Limited","Reconstituted wood panels",5359
2011,"Nelson Pine Industries Limited","Reconstituted wood panels",15094
2011,"SCA Hygiene Australasia Limited","Tissue paper",21756
2011,"Fonterra Limited","Whey powder",1066
